title,price,rating,reviews_count,availability,is_best_seller,product_link,img_link,total_ratings,total_reviews,total_positive_ratings,total_positive_reviews,total_critical_ratings,total_critical_reviews,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent
Macroman M-Series Men Regular Fit Thermal Top,689,4.1,213,Only 5 left in stock,False,https://www.amazon.in/Macroman-M-Cotton-Thermal-8903978962481_M1003_Medium_White/dp/B01MTO6U5K/ref=sr_1_19?keywords=Men+Apparels&qid=1692378264&sr=8-19,https://m.media-amazon.com/images/I/31hOlLcNGkL._SX342_SY445_.jpg,213,46,161,37,52,9,51,22,13,8,6
Adidas Men Pants,1889,3.5,6,In stock,False,https://www.amazon.in/Adidas-Regular-Pants-IC0049_BLUFUS-White_L/dp/B0BJ9JZ253/ref=sr_1_20?keywords=Men+Apparels&qid=1692378264&sr=8-20,https://m.media-amazon.com/images/I/41jMsiZU4GL._SX342_SY445_.jpg,0,0,0,0,0,0,30,32,19,0,19
dermawear Men Zenrik High Compression Shapewear Vest for Chest and Abdomen,899,3.6,957,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyMjk0Njk4NTQzOTU2OjE2OTIzNzgyNjQ6c3BfbXRmOjMwMDAwMTcwNTA1NDYzMjo6MDo6&url=%2Fdermawear-Zenrik-Compression-White-Large%2Fdp%2FB082TR1TP9%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DMen%2BApparels%26qid%3D1692378264%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/31ssB-mId7L._SX342_SY445_.jpg,957,117,622,51,335,66,39,24,13,6,19
dermawear Men Zenrik-G Gynaecomastia Shapewear Vest for Chest and Abdomen,1049,3.4,843,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyMjk0Njk4NTQzOTU2OjE2OTIzNzgyNjQ6c3BfbXRmOjIwMDMxNTkzMzE3MDk4OjowOjo&url=%2Fdermawear-Mens-Zenrik-G-Gynaecomastia-305_White_Small%2Fdp%2FB08GM65NBP%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DMen%2BApparels%26qid%3D1692378264%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/31DVG94-PPL._SX342_SY445_.jpg,843,141,502,71,341,70,39,19,12,6,24
ReDesign Apparels Men's Sports Shorts,799,4.0,291,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyMjk0Njk4NTQzOTU2OjE2OTIzNzgyNjQ6c3BfbXRmOjIwMDY2MDg2MDQ0Nzk4OjowOjo&url=%2FReDesign-Apparels-Sports-Apparel-Nsshorts_Maroon_M%2Fdp%2FB07NYMY3DF%2Fref%3Dsr_1_23_sspa%3Fkeywords%3DMen%2BApparels%26qid%3D1692378264%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/41GIMi12FiL._SX342_SY445_.jpg,291,111,225,88,66,23,53,21,11,8,7
Kenneth Cole Reaction Unlisted Men's Slim Fit Solid Spread Collar Dress Shirt,1469,4.3,7263,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyMjk0Njk4NTQzOTU2OjE2OTIzNzgyNjQ6c3BfbXRmOjMwMDAzMjQwNjY2MTUzMjo6MDo6&url=%2FKenneth-Cole-Unlisted-Dress-Sleeve%2Fdp%2FB07S75L3G2%2Fref%3Dsr_1_24_sspa%3Fkeywords%3DMen%2BApparels%26qid%3D1692378264%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/31++bJPWsfL._SY445_SX342_.jpg,0,0,0,0,0,0,64,17,9,4,6
ReDesign Apparels Nylon Redesign Compression Top Full Sleeve Tights T-Shirt for Sports,0,4.0,1360,Not Available,False,https://www.amazon.in/ReDesign-Apparels-Compression-Sleeve-T-shirt/dp/B07HQT1JVV/ref=sr_1_25?keywords=Men+Apparels&qid=1692378264&sr=8-25,https://m.media-amazon.com/images/I/41yGSxO93ZL._SX300_SY300_QL70_ML2_.jpg,1360,342,1037,264,323,78,52,22,11,4,12
Jockey 2401 Men's Super Combed Cotton Rich Full Sleeve Thermal Undershirt with Stay Warm Technology,729,4.2,3481,In stock,False,https://www.amazon.in/Jockey-Thermal-Undershirt-Technology_Off-White_L/dp/B00W0562FU/ref=sr_1_26?keywords=Men+Apparels&qid=1692378264&sr=8-26,https://m.media-amazon.com/images/I/31pBOa81cUL._SY445_SX342_.jpg,3481,362,2815,265,666,97,55,27,10,4,6
Macroman M-Series Men's Wonder Thermal Round Neck Full Sleeves,699,3.9,272,In stock,False,https://www.amazon.in/Macroman-M-Cotton-Thermal-8903978961637_M1061_Small_White/dp/B01N0EIGRN/ref=sr_1_27?keywords=Men+Apparels&qid=1692378264&sr=8-27,https://m.media-amazon.com/images/I/31l4JkKY3bL._SX342_SY445_.jpg,272,25,197,13,75,12,48,21,14,4,13
Wearslim Men’s Slimming Body Shaper Vest Shirt Abs Abdomen Slim Stretchable Tummy Tucker Vest,465,3.3,2540,In stock,False,https://www.amazon.in/Wearslim-Slimming-Shaper-Abdomen-Stretchable/dp/B083DCLM3X/ref=sr_1_28?keywords=Men+Apparels&qid=1692378264&sr=8-28,https://m.media-amazon.com/images/I/41pC6J3wOGL._SX342_SY445_.jpg,2540,769,1383,555,1158,214,39,15,13,8,25
