title,price,rating,reviews_count,availability,is_best_seller,product_link,img_link,total_ratings,total_reviews,total_positive_ratings,total_positive_reviews,total_critical_ratings,total_critical_reviews,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent
"Vasu Facial Beauty Oil enriched with Kumkumadi Tailam - 100% Natural Face Oil, Gives Natural Glow to Your Face, A Unique Blend of 5 Precious Oils with Potent Herbs - 25 ml",439,3.9,4231,In stock,False,https://aax-eu.amazon.in/x/c/RKX3ec18yBhAYoJlU6Q2n_kAAAGKCXW88gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICA4_ZEO/https://www.amazon.in/Vasu-Kumkumadi-Tailam-Age-Revitalizing/dp/B07SJ3H3YQ/ref=sxin_25_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&cv_ct_cx=Beauty&keywords=Beauty&pd_rd_i=B07SJ3H3YQ&pd_rd_r=bee52b4d-e30a-4795-9676-397cc3fab013&pd_rd_w=Q96Ec&pd_rd_wg=FeQi1&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=80VH79XK8THS0J2NHA22&qid=1692375825&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,https://m.media-amazon.com/images/I/4122C4gwsZL._SX300_SY300_QL70_ML2_.jpg,4231,361,2923,240,1308,121,44,24,16,6,10
"Vasu Facial Beauty Oil enriched with Kumkumadi Tailam - 100% Natural Face Oil, Gives Natural Glow to Your Face, A Unique Blend of 5 Precious Oils with Potent Herbs - 25 ml",439,3.9,4231,In stock,False,https://aax-eu.amazon.in/x/c/RKX3ec18yBhAYoJlU6Q2n_kAAAGKCXW88gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICA4_ZEO/https://www.amazon.in/Vasu-Kumkumadi-Tailam-Age-Revitalizing/dp/B07SJ3H3YQ/ref=sxin_25_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&cv_ct_cx=Beauty&keywords=Beauty&pd_rd_i=B07SJ3H3YQ&pd_rd_r=bee52b4d-e30a-4795-9676-397cc3fab013&pd_rd_w=Q96Ec&pd_rd_wg=FeQi1&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=80VH79XK8THS0J2NHA22&qid=1692375825&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,https://m.media-amazon.com/images/I/4122C4gwsZL._SX300_SY300_QL70_ML2_.jpg,4231,361,2923,240,1308,121,44,24,16,6,10
"Swiss Beauty Long Lasting Misty Finish Professional Makeup Fixer Spray For Face Makeup | With Aloe Vera And Vitamin- E | Light Weight, Quick Dry Makeup Setting Spray |70 Ml|",199,4.0,22184,In stock,False,https://www.amazon.in/Swiss-Beauty-Makeup-Fixer-50/dp/B07SR3WV5N/ref=sr_1_14?keywords=Beauty&qid=1692375825&sr=8-14,https://m.media-amazon.com/images/I/3129d3uPoeL._SX300_SY300_QL70_ML2_.jpg,22184,988,16166,689,6018,299,46,27,17,5,5
"Swiss Beauty Eyebrow Definer Pencil with Spoolie | Smudge proof, Waterproof and Pigmented Eyebrow pencil |Shade - Coco Brown, 1.5gm |",75,4.1,1664,In stock,False,https://www.amazon.in/Swiss-Beauty-Eyebrow-Definer-Pencil/dp/B09PGBPCPY/ref=sr_1_15?keywords=Beauty&qid=1692375825&sr=8-15,https://m.media-amazon.com/images/I/21fWCXLxi7L._SX300_SY300_QL70_ML2_.jpg,1664,110,1253,83,411,27,49,26,14,4,7
"Swiss Beauty Real Makeup Base Hightlighting Primer| Skin-Hydrating Poreless Primer With Natural Glow Finish For Face Makeup |Shade - Golden-Tint, 32Ml",308,4.1,4242,In stock,False,https://www.amazon.in/Beauty-Hightlighting-Skin-Hydrating-Poreless-Natural/dp/B07X9KMG88/ref=sr_1_16?keywords=Beauty&qid=1692375825&sr=8-16,https://m.media-amazon.com/images/I/21nDj6p8ETL._SX300_SY300_QL70_ML2_.jpg,4242,349,3238,248,1004,101,51,24,12,5,8
"Swiss Beauty High Coverage Waterproof Base Foundation with SPF | Lightweight Liquid Foundation with Natural Finish| Rose Blush, 55gm|",314,3.8,1562,In stock,False,https://www.amazon.in/Swiss-Beauty-Coverage-Waterproof-Foundation/dp/B07WSPB9SC/ref=sr_1_17?keywords=Beauty&qid=1692375825&sr=8-17,https://m.media-amazon.com/images/I/31dw5FfxTeL._SX300_SY300_QL70_ML2_.jpg,1562,146,1053,89,509,57,46,22,14,6,12
"POND'S Bright Beauty SPF 15 PA ++ Day Cream 50 g, Non-Oily, Mattifying Daily Face Moisturizer - With Niacinamide to Lighten Dark Spots for Glowing Skin",224,4.2,784,In stock,False,https://www.amazon.in/PONDS-Bright-Beauty-Fairness-Cream/dp/B099QVJGCR/ref=sr_1_18?keywords=Beauty&qid=1692375825&sr=8-18,https://m.media-amazon.com/images/I/31OvuNvJN0L._SX300_SY300_QL70_ML2_.jpg,784,33,649,23,135,10,56,26,8,4,5
"Swiss Beauty Metallic Gloss Me Lip Gloss | Lightweight,Non Sticky and Hydrating Lip Gloss| White, 6Ml",139,4.1,3324,In stock,True,https://www.amazon.in/Swiss-Beauty-Metallic-Lipglossgloss-MakeUp/dp/B087RNJXT1/ref=sr_1_19?keywords=Beauty&qid=1692375825&sr=8-19,https://m.media-amazon.com/images/I/21rcSo5KUTL._SX300_SY300_QL70_ML2_.jpg,3324,278,2549,211,775,67,51,25,14,4,6
Typsy Beauty Shade Shifter PH Reactive Colour Changing Lip & Cheek Oil PH-Enomnal I Nourishing with Acai Berry & Hibiscus Oil Extracts I Unique Pink Shade Based on Skin's PH I Formulated In Italy 6.4g,1044,4.5,16,In stock,False,https://www.amazon.in/Typsy-Beauty-PH-Enomnal-Nourishing-Formulated/dp/B0C2Q6FHK8/ref=sr_1_20?keywords=Beauty&qid=1692375825&sr=8-20,https://m.media-amazon.com/images/I/31mVVql9knL._SX300_SY300_QL70_ML2_.jpg,0,0,0,0,0,0,73,9,9,9,0
Amazon Brand - Presto! Morning Dew Fabric Conditioner - 2 L,299,3.9,2789,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQxMTQyNTA4MDk3NTk0OjE2OTIzNzU4MjU6c3BfbXRmOjIwMDYxMDA4MjM0NTk4OjowOjo&url=%2FAmazon-Brand-Presto-Morning-Conditioner%2Fdp%2FB08CKYVZCF%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DBeauty%26qid%3D1692375825%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/41sEpJpjXFL._SX300_SY300_QL70_ML2_.jpg,2789,294,1953,116,836,178,46,24,14,6,10
"Hair Originals 100% Natural Human Hair Women's Invisible Patch (10 Inches, Natural Black, Pack of 1)",999,3.5,17,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQxMTQyNTA4MDk3NTk0OjE2OTIzNzU4MjU6c3BfbXRmOjMwMDAwNzMwMjM0NjAzMjo6MDo6&url=%2FOriginals-Natural-Womens-Invisible-Inches%2Fdp%2FB0C42XKNLD%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DBeauty%26qid%3D1692375825%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/515KupDrFLL._SX300_SY300_QL70_ML2_.jpg,17,10,10,7,7,3,49,8,8,18,18
"Baby Dove Rich Moisture Nourishing Baby Lotion, 400ml & Rich Moisture Hair to Toe Baby Wash, 400 ml Combo",640,4.5,131,In stock.,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQxMTQyNTA4MDk3NTk0OjE2OTIzNzU4MjU6c3BfbXRmOjIwMDYzNDAzNTYzODk4OjowOjo&url=%2FBaby-Dove-Moisture-Nourishing-Lotion%2Fdp%2FB081NJZNXQ%2Fref%3Dsr_1_23_sspa%3Fkeywords%3DBeauty%26qid%3D1692375825%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/418F0itxNdL._SY300_SX300_QL70_ML2_.jpg,0,0,0,0,0,0,64,27,6,0,3
MyGlamm Manish Malhotra Beauty Powder Matte Lipstick-Summer Sunset-4gm,799,4.3,585,In stock,False,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQxMTQyNTA4MDk3NTk0OjE2OTIzNzU4MjU6c3BfbXRmOjIwMDg1MzE1NTI5NTk4OjowOjo&url=%2FMyGlamm-Manish-Malhotra-Lipstick-Summer-Sunset-4gm%2Fdp%2FB0BHH46YFR%2Fref%3Dsr_1_24_sspa%3Fkeywords%3DBeauty%26qid%3D1692375825%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/31Rw6euMVFL._SX300_SY300_QL70_ML2_.jpg,585,357,516,334,69,23,67,15,6,2,9
"Beauty of Joseon SPF 50 Relief Sun Cream, 50ml, Set of 1",1290,4.4,853,In stock,False,https://www.amazon.in/Beauty-Joseon-Relief-Cream-50ml/dp/B09JVNZVH3/ref=sr_1_25?keywords=Beauty&qid=1692375825&sr=8-25,https://m.media-amazon.com/images/I/21yxocgHHjL._SX300_SY300_QL70_ML2_.jpg,853,158,755,122,98,36,65,20,8,3,5
